,reference,country,title,author,is_gov,word_count,Body,central_bank,year,language,vader_polarity,lm_polarity,finbert_polarity
2002-10-30,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-10-31,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-01,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-02,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-03,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-04,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-05,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-06,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-07,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-08,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-09,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-10,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-11,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-12,r021015a_BOE,United Kingdom,Northwest Development Agency/Bank of England Dinner,George,False,1936,BOE,Bank of England,2002,en,0.998,-0.3170731668649614,-0.17097384
2002-11-13,r021113a_BOE,United Kingdom,Association of Corporate Treasurers Annual Dinner,George,False,2124,BOE,Bank of England,2002,en,0.9995,-0.1919191899806142,0.3673614
2002-11-14,r021113a_BOE,United Kingdom,Association of Corporate Treasurers Annual Dinner,George,False,2124,BOE,Bank of England,2002,en,0.9995,-0.1919191899806142,0.3673614
2002-11-15,r021113a_BOE,United Kingdom,Association of Corporate Treasurers Annual Dinner,George,False,2124,BOE,Bank of England,2002,en,0.9995,-0.1919191899806142,0.3673614
2002-11-16,r021113a_BOE,United Kingdom,Association of Corporate Treasurers Annual Dinner,George,False,2124,BOE,Bank of England,2002,en,0.9995,-0.1919191899806142,0.3673614
2002-11-17,r021113a_BOE,United Kingdom,Association of Corporate Treasurers Annual Dinner,George,False,2124,BOE,Bank of England,2002,en,0.9995,-0.1919191899806142,0.3673614
2002-11-18,r021113a_BOE,United Kingdom,Association of Corporate Treasurers Annual Dinner,George,False,2124,BOE,Bank of England,2002,en,0.9995,-0.1919191899806142,0.3673614
2002-11-19,r021119a_BOE,United Kingdom,The Inflation Target Ten Years On,King,True,8168,BOE,Bank of England,2002,en,0.9998,-0.2546916883252234,-0.07272002
2002-11-20,r021119a_BOE,United Kingdom,The Inflation Target Ten Years On,King,True,8168,BOE,Bank of England,2002,en,0.9998,-0.2546916883252234,-0.07272002
2002-11-21,r021121a_BOE,United Kingdom,Recent Developments and Challenges in the Foreign Exchange Market,Fisher,False,3099,BOE,Bank of England,2002,en,0.9998,-0.1063829775916704,-0.013320625
2002-11-22,r021121a_BOE,United Kingdom,Recent Developments and Challenges in the Foreign Exchange Market,Fisher,False,3099,BOE,Bank of England,2002,en,0.9998,-0.1063829775916704,-0.013320625
2002-11-23,r021121a_BOE,United Kingdom,Recent Developments and Challenges in the Foreign Exchange Market,Fisher,False,3099,BOE,Bank of England,2002,en,0.9998,-0.1063829775916704,-0.013320625
2002-11-24,r021121a_BOE,United Kingdom,Recent Developments and Challenges in the Foreign Exchange Market,Fisher,False,3099,BOE,Bank of England,2002,en,0.9998,-0.1063829775916704,-0.013320625
2002-11-25,r021125a_BOE,United Kingdom,The MPC and the UK Economy: Should we fear the D-words?,Bean,False,5996,BOE,Bank of England,2002,en,0.9997,-0.3605947941985323,-0.11784284
2002-11-26,r021125a_BOE,United Kingdom,The MPC and the UK Economy: Should we fear the D-words?,Bean,False,5996,BOE,Bank of England,2002,en,0.9997,-0.3605947941985323,-0.11784284
2002-11-27,r021125a_BOE,United Kingdom,The MPC and the UK Economy: Should we fear the D-words?,Bean,False,5996,BOE,Bank of England,2002,en,0.9997,-0.3605947941985323,-0.11784284
2002-11-28,r021125a_BOE,United Kingdom,The MPC and the UK Economy: Should we fear the D-words?,Bean,False,5996,BOE,Bank of England,2002,en,0.9997,-0.3605947941985323,-0.11784284
2002-11-29,r021125a_BOE,United Kingdom,The MPC and the UK Economy: Should we fear the D-words?,Bean,False,5996,BOE,Bank of England,2002,en,0.9997,-0.3605947941985323,-0.11784284
2002-11-30,r021125a_BOE,United Kingdom,The MPC and the UK Economy: Should we fear the D-words?,Bean,False,5996,BOE,Bank of England,2002,en,0.9997,-0.3605947941985323,-0.11784284
2002-12-01,r021125a_BOE,United Kingdom,The MPC and the UK Economy: Should we fear the D-words?,Bean,False,5996,BOE,Bank of England,2002,en,0.9997,-0.3605947941985323,-0.11784284
2002-12-02,r021125a_BOE,United Kingdom,The MPC and the UK Economy: Should we fear the D-words?,Bean,False,5996,BOE,Bank of England,2002,en,0.9997,-0.3605947941985323,-0.11784284
2002-12-03,r021125a_BOE,United Kingdom,The MPC and the UK Economy: Should we fear the D-words?,Bean,False,5996,BOE,Bank of England,2002,en,0.9997,-0.3605947941985323,-0.11784284
2002-12-04,r021125a_BOE,United Kingdom,The MPC and the UK Economy: Should we fear the D-words?,Bean,False,5996,BOE,Bank of England,2002,en,0.9997,-0.3605947941985323,-0.11784284
2002-12-05,r021125a_BOE,United Kingdom,The MPC and the UK Economy: Should we fear the D-words?,Bean,False,5996,BOE,Bank of England,2002,en,0.9997,-0.3605947941985323,-0.11784284
2002-12-06,r021206b_BOE,United Kingdom,16th European Finance Convention,George,False,2297,BOE,Bank of England,2002,en,0.9999,0.4666666604444445,0.022760976
2002-12-06,r021206a_BOE,United Kingdom,A Picture of European Unemployment: Success and Failure,Nickell,False,7515,BOE,Bank of England,2002,en,-0.9998,-0.5904761890702948,-0.03480045
2002-12-07,r021206a_BOE,United Kingdom,A Picture of European Unemployment: Success and Failure,Nickell,False,7515,BOE,Bank of England,2002,en,-0.9998,-0.5904761890702948,-0.03480045
2002-12-08,r021206a_BOE,United Kingdom,A Picture of European Unemployment: Success and Failure,Nickell,False,7515,BOE,Bank of England,2002,en,-0.9998,-0.5904761890702948,-0.03480045
2002-12-09,r021209a_BOE,United Kingdom,Six Months on the MPC: A Reflection on Monetary Policy,Bell,False,3707,BOE,Bank of England,2002,en,0.9997,-0.3049645368442231,0.01285775
2002-12-10,r021209a_BOE,United Kingdom,Six Months on the MPC: A Reflection on Monetary Policy,Bell,False,3707,BOE,Bank of England,2002,en,0.9997,-0.3049645368442231,0.01285775
2002-12-11,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-12,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-13,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-14,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-15,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-16,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-17,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-18,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-19,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-20,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-21,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-22,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-23,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-24,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-25,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-26,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-27,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-28,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-29,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-30,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2002-12-31,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-01,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-02,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-03,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-04,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-05,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-06,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-07,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-08,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-09,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-10,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-11,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-12,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-13,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-14,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-15,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-16,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-17,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-18,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-19,r021211a_BOE,United Kingdom,"House Prices, Household Debt and Monetary Policy",Nickell,False,3781,BOE,Bank of England,2002,en,0.9992,-0.4021739108577505,-0.14935808
2003-01-20,r030120a_BOE,United Kingdom,Chartered Institute of Bankers in Scotland Biennial Dinner,George,False,2089,BOE,Bank of England,2003,en,0.9989,-0.2151898706937991,0.35744983
2003-01-21,r030120a_BOE,United Kingdom,Chartered Institute of Bankers in Scotland Biennial Dinner,George,False,2089,BOE,Bank of England,2003,en,0.9989,-0.2151898706937991,0.35744983
2003-01-22,r030120a_BOE,United Kingdom,Chartered Institute of Bankers in Scotland Biennial Dinner,George,False,2089,BOE,Bank of England,2003,en,0.9989,-0.2151898706937991,0.35744983
2003-01-23,r030120a_BOE,United Kingdom,Chartered Institute of Bankers in Scotland Biennial Dinner,George,False,2089,BOE,Bank of England,2003,en,0.9989,-0.2151898706937991,0.35744983
2003-01-24,r030120a_BOE,United Kingdom,Chartered Institute of Bankers in Scotland Biennial Dinner,George,False,2089,BOE,Bank of England,2003,en,0.9989,-0.2151898706937991,0.35744983
2003-01-25,r030120a_BOE,United Kingdom,Chartered Institute of Bankers in Scotland Biennial Dinner,George,False,2089,BOE,Bank of England,2003,en,0.9989,-0.2151898706937991,0.35744983
2003-01-26,r030120a_BOE,United Kingdom,Chartered Institute of Bankers in Scotland Biennial Dinner,George,False,2089,BOE,Bank of England,2003,en,0.9989,-0.2151898706937991,0.35744983
2003-01-27,r030120a_BOE,United Kingdom,Chartered Institute of Bankers in Scotland Biennial Dinner,George,False,2089,BOE,Bank of England,2003,en,0.9989,-0.2151898706937991,0.35744983
2003-01-28,r030120a_BOE,United Kingdom,Chartered Institute of Bankers in Scotland Biennial Dinner,George,False,2089,BOE,Bank of England,2003,en,0.9989,-0.2151898706937991,0.35744983
2003-01-29,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-01-30,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-01-31,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-02-01,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-02-02,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-02-03,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-02-04,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-02-05,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-02-06,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-02-07,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-02-08,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-02-09,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
2003-02-10,r030129a_BOE,United Kingdom,Economists and the Real World,Bean,False,5069,BOE,Bank of England,2003,en,0.9997,-0.18999999905,0.09498852
